ID	ExplanationText
1293	 SCAP includes CPE (A), SCAP core (B), and OVAL (D). TLS (C) is unrelated encryption protocol.  
1294	 DLP monitors database records (B) and PII (C). Email content (A) may be monitored, but backup files (D) usually arent targeted.  
1295	 SOAR playbooks are repeatable documented procedures (A), mapped to incident types (B), and can be fully/semi-automated (D). Random workflows (C) are ineffective.  
1296	 SOAR automation can quarantine files (A), create/escalate tickets (B), and automate investigations/responses (C). User password resets (D) are often manual or separate processes.  
1297	 Monitoring activities involve tokenization/masking (A) and log parsing (B). Alert broadcasting (C) and encryption (D) are related but not transformations.  
1298	 Agentless monitoring uses SNMP (A), WMI (B), and secure protocols like SSH (D). HTTP/HTTPS (C) is common but less relevant here.  
1299	 SIEM distinguishes itself with data normalization/correlation (A), compliance reporting (B), and real-time alerting (D). Automated patching (C) is outside SIEM.  
1300	 Alerts with clear business impact (A) and confirmed indicators of compromise (C) deserve priority. All system-generated (B) or low-priority (D) alerts should be deprioritized.  
1301	 Agentless monitoring struggles with encrypted data visibility (A) and lacks detailed metrics (B). C and D are agent-based concerns.  
1302	 SCAP supports improving security posture and compliance (A). Automating routing (B), firewall management (C), or encrypting all data (D) are unrelated.  
1303	 Real-time threat detection uses SIEM platforms (B). Log management (A), NIDS (C), and vulnerability scanners (D) support security but differ in function.  
1304	 Stateless firewalls (ACLs) evaluate each packet individually without tracking connection state, which is why B is correct. A is wrong because it describes stateful firewalls. C is incorrect since ACLs do not dynamically update rules, and D is false because ACLs filter both inbound and outbound packets.  
1305	 Stateful firewalls track sessions and maintain connection state (A), unlike stateless ones. B is incorrect as stateful firewalls do evaluate packet headers. C and D are wrong because stateful firewalls filter all traffic directions and protocols, not limited to UDP or blocking outbound traffic only.  
1306	 Screened subnets separate networks into zones like public, DMZ, and internal to improve security (A). B, C, and D are incorrect as these are not primary purposes of screened subnets.  
1308	 An ACE is a specific rule within an ACL (A), defining what traffic to allow or deny. B, C, and D describe unrelated concepts.  
1309	 Security groups are stateful firewalls (A), while ACLs are stateless (C); B is false since security groups can be updated automatically, and D is wrong as security groups default to deny unless allowed.  
1310	 Modern IPS uses inline blocking (A), anomaly detection (B), and signature-based detection (C), so these are correct. Static IP filtering (D) is outdated and insufficient, thus incorrect.  
1311	 IDS detects and alerts but does not block (A), while IPS blocks traffic inline; B, C, D are incorrect descriptions of IDS/IPS roles.  
1312	 Next-gen IPS use machine learning (A), signature matching (B), and heuristic rules (C); default deny policies (D) are less relevant to detection and more to firewall behavior, so D is incorrect.  
1313	 IPS can reset TCP connections (A), drop packets (B), and block IPs (D). Sending email alerts only (C) is passive and not blocking, so its incorrect.  
1314	 IDS/IPS tuning reduces false positives (A), making alerts more accurate. B, C, and D negatively impact network function or security and are wrong.  
1315	 Web filters include URL filtering (A), content categorization (B), and file transfer filtering (C). Antivirus scanning (D) is separate security software, so its incorrect here.  
1316	 Reputation filtering analyzes relationships to proactively block risky sites (B). A is incorrect as its not based only on user ratings; C and D are false.  
1317	 Web filters deploy via agent-based (A), agentless (B), or cloud proxies (C). On-device antivirus only (D) is unrelated.  
1318	 Group Policy centralizes Windows settings management (A). B, C, and D describe unrelated functions.  
1320	 SELinux enforces security at the kernel level (A). B, C, and D are unrelated.  
1321	 SELinux can be enforcing, permissive, or disabled (A,B,C). Quarantine (D) is not a SELinux mode.  
1322	 OSI model knowledge helps place controls correctly (A). B, C, and D do not reflect this purpose.  
1323	 FTP uses ports 21 (control) and 20 (data) (A). Others are ports for different protocols.  
1324	 SSH uses port 22 (A). Others are unrelated ports.  
1325	 DNS filtering blocks malicious or inappropriate sites (A). B, C, D describe other DNS or network functions.  
1326	 DNSSEC authenticates responses and validates ownership (A,C). It does not encrypt queries (B), nor allow anonymous queries (D).  
1327	 SPF verifies authorized sending IPs to prevent spoofing (A). B, C, D are different email functions.  
1328	 DKIM adds digital signatures to emails (A). B, C, D describe unrelated email security features.  
1329	 DMARC provides reporting and enforces SPF/DKIM policies (A,B). C and D are incorrect functions.  
1330	 FIM monitors unauthorized file changes (A,C). B and D are unrelated activities.  
1331	 FIM detects file size changes, creations/deletions, and registry mods (A,B,D). C (user logins) is unrelated.  
1332	 DLP protects PII, trade secrets, and health records (A,B,D). Public content (C) is not sensitive.  
1333	 DLP prevents leakage via removable media, email, and P2P sharing (A,B,C). Local user logs (D) are unrelated.  
1334	 NAC enforces device access policies (A). Others are unrelated NAC functions.  
1335	 NAC uses IEEE 802.1X, RADIUS, and Diameter (A,B,D). DHCP (C) is for IP address allocation, not NAC authentication.  
1336	 Non-compliant devices can be denied access or quarantined (A,B). C and D are incorrect outcomes.  
1337	 EDR detects and investigates endpoint threats (A). B, C, D do not describe full EDR capabilities.  
1338	 XDR integrates ML detection, response orchestration, and UBA (A,B,C). D is unrelated.  
1339	 UBA detects abnormal user behaviors and insider threats (A,C). B and D are unrelated.  
1340	 Cloud security offers scalability and centralized management (A,B). Reduced latency (C) and auto patching (D) are not guaranteed benefits.  
1341	 Firewall best practices include documentation, incremental numbering, and avoiding conflicts (A,B,C). Allowing all traffic (D) is insecure.  
1342	 Reducing false positives needs regular tuning and multiple detection methods (A,C). Ignoring alerts (B) and disabling alerts (D) are poor practices.  
1343	 Web filters inspect HTTP/HTTPS, FTP, and DNS (A,B,D). Email attachments (C) are handled by email security, not web filters.  
1344	 Group Policy enforces passwords and software deployment (A,B). C and D are unrelated.  
1345	 Port numbers identify services and help create firewall rules (A,B). They dont specify encryption (C) or enable IDS (D) directly.  
1346	 Reputation services use frequent updates, AI scoring, and user feedback (A,B,D). Manual admin data entry (C) is less effective.  
1347	 SPF, DKIM, and DMARC work together to authenticate emails (A,B,C). TLS (D) secures transport but is separate.  
1348	 SIEM correlates endpoint alerts for threat detection (A). Others are inaccurate.  
1349	 NAC can be inline, integrate wireless APs, or be cloud-based (A,B,C). Manual authentication only (D) is outdated.  
1350	 IDS/IPS protect against malware, DoS, and unauthorized access (A,B,C). Software licensing issues (D) are unrelated.  
1351	 SOAR automates endpoint isolation, incident escalation, and IP blocking (A,B,C). Generating reports (D) is secondary.  
1352	 Effective DLP needs data classification, user roles, and segmentation (A,B,C). Device types (D) are less critical.  
1353	 VLANs restrict unauthorized device communication and prevent VLAN hopping (A,D). B and C are incorrect or unrelated.  
1354	 A is correct because firewalls primarily control and filter network traffic based on security policies. B is incorrect as monitoring user activity is secondary. C and D are unrelated to the primary firewall role.  
1355	 B is correct since stateful firewalls monitor connection states and allow return traffic automatically. A is stateless. C and D are different firewall types that do not specifically track connection state.  
1356	 A, B, and C are correct components of a screened subnet (public Internet interface, DMZ, internal network). D (remote user VPN) is not part of the subnet architecture.  
1357	 A is correct because IDS alert on suspicious activity but do not block traffic. B is IPS functionality. C and D are unrelated.  
1358	 A is correct as IPS actively blocks attacks, IDS only alerts. B, C, and D misstate operational differences.  
1359	 A, B, C are correct IDS/IPS detection methods. D is unrelated to detection.  
1360	 A, B, C are common web filtering techniques; D (encrypted traffic scanning) requires special tools not standard in web filters.  
1361	 A is correct since reputation filtering blocks sites based on reputation. B, C, D are different functions.  
1362	 A is correct; Group Policy enforces user device security policies. B, C, D describe unrelated functions.  
1363	 All are correct types of settings managed by GPOs.  
1364	 A is correct; SELinux enforces mandatory access control in Linux. B, C, D describe unrelated functions.  
1365	 A, B, C are valid SELinux modes; D (Quarantine) is not a mode.  
1366	 A is correct because knowing port numbers helps identify services and vulnerabilities. B, C, D are incorrect or unrelated.  
1367	 A is correct; SSH and SFTP use port 22. Others are for different protocols.  
1368	 A is correct; DNS filtering blocks malicious domains. B, C, D are other DNS or network functions.  
1369	 A and C are correct; DNSSEC authenticates and validates DNS data integrity. B is incorrect because DNSSEC does not encrypt queries. D is false.  
1370	 A is correct; SPF prevents sender spoofing. B, C, D are different email security functions.  
1371	 A is correct; DKIM adds digital signatures to emails. B, C, D are incorrect or unrelated.  
1372	 A and B are correct; DMARC combines SPF/DKIM and provides reporting. C and D are incorrect.  
1373	 A is correct; FIM monitors system files for unauthorized changes. B, C, D describe other security functions.  
1374	 A, C, D are correct file changes monitored by FIM; B (user login attempts) is unrelated.  
1375	 A, B, D are types of data protected by DLP; C (public website content) is not sensitive.  
1376	 A, B, C are data loss vectors mitigated by DLP; D (local backups) is not a loss vector.  
1377	 A is correct; NAC enforces device authentication before granting network access. B, C, D are unrelated.  
1378	 A, B, D are common NAC authentication protocols; C (DHCP) is for IP allocation, not NAC auth.  
1379	 A and B are NAC actions for non-compliant devices; C and D are incorrect.  
1380	 A is correct; EDR detects and responds to endpoint threats. B, C, D are unrelated.  
1381	 A, B, C are features of XDR; D (physical security monitoring) is unrelated.  
1382	 A and C are correct UBA functions; B and D are unrelated.  
1383	 A and B are benefits of cloud-based security; C and D are not guaranteed benefits.  
1384	 A, B, C are best practices for firewall rule management; D is insecure.  
1385	 A and B help reduce false positives; C and D are poor practices.  
1386	 A, B, D are traffic types inspected by web filters; C (email attachments) is handled elsewhere.  
1387	 A is correct; Group Policy supports compliance by enforcing security policies. B, C, D are incorrect.  
1388	 A and B are reasons port numbers are critical; C and D are unrelated.  
1389	 A, B, D maintain reputation service accuracy; C (manual entry) is less effective.  
1390	 A, B, C are email authentication protocols; D (POP3) is a retrieval protocol, not for authentication.  
1391	 A is correct; SIEM correlates alerts from EDR tools. B, C, D are incorrect.  
1392	 A, B, C are NAC deployment types; D is outdated.  
1393	 A, B, C are threats IDS/IPS protect against; D is unrelated.  
1394	 A, B, C are SOAR automation tasks; D is less critical.  
1395	 A, B, C are important for DLP; D is less relevant.  
1396	 A and D are VLAN functions enhancing NAC; B and C are incorrect.  
1397	 A is correct; stateful firewalls track session state. B, C, D describe stateless or incorrect behaviors.  
1398	 A and B logs are useful for tuning IDS/IPS; C and D are less relevant.  
1399	 A is correct; cloud-based proxies filter web traffic. B, C, D are unrelated.  
1400	 A, B, C are controlled by Group Policy; D is unrelated.  
1401	 A is correct; SELinux enforces controls at kernel level. B, C, D are unrelated.  
1402	 A is correct; DNS uses port 53, DHCP uses ports 67/68. B, C, D are incorrect port assignments.  
1403	 A is correct; OpenDNS provides cloud DNS security and filtering. B, C, D misrepresent OpenDNS functionality.  
1404	 A is correct because proxy firewalls inspect application-layer data, unlike packet-filtering firewalls that only inspect packet headers. B, C, and D are incorrect descriptions of the differences.  
1405	 A is correct as a default deny policy blocks all traffic except what is explicitly allowed, enhancing security. B is the opposite policy. C and D do not describe firewall default policies accurately.  
1406	 A and B are types of IDS deployment (network-based and host-based). C (cloud-based) is emerging but less common, D is a detection method, not a deployment type, so incorrect.  
1407	 A and B are correct; inline IPS can block attacks in real-time while passive IDS can only alert. C and D are inaccurate statements.  
1408	 A is correct because machine learning helps identify novel threats by analyzing behavior patterns. B, C, and D are unrelated or incorrect.  
1409	 A is correct; web filtering blocks access to known phishing sites. B, C, and D describe other security controls unrelated to web filtering.  
1410	 A, B, and D are correct challenges of agent-based web filters, including installation, performance overhead, and update requirements. C is false; it cannot automatically block all malware.  
1411	 A is correct; Group Policy applies settings across computers using GPOs. B, C, and D are unrelated mechanisms.  
1412	 A is correct; SELinux enforces strict access controls at the system level. B, C, and D are incorrect functions.  
1413	 A is correct; TCP port 443 is used by HTTPS traffic. B, C, and D use different ports.  
1414	 A, B, and D are limitations of DNS filtering; it cant block encrypted queries, may increase latency, and can be bypassed by VPNs. C is incorrect; DNS filtering can filter by IP.  
1415	 A and C are correct; email gateways filter spam based on sender reputation and scan attachments for malware. B and D are incorrect.  
1416	 A is correct; sandboxing runs suspicious files in controlled environments to detect threats. B, C, and D are incorrect or incomplete.  
1417	 A, C, and D are correct types of files and changes monitored by FIM. B is unrelated.  
1418	 A is correct; captive portals redirect users for authentication or remediation. B, C, and D describe other network functions.  
1419	 A is correct; XDR integrates multiple security products for better detection. B, C, and D are incorrect.  
1420	 A and C are correct data types analyzed by UBA. B and D are unrelated.  
1421	 A, B, and D are key DLP strategy components. C (regular backups) is important but not core to DLP.  
1422	 A is correct; VLAN segmentation limits traffic between segments to enhance security. B, C, and D do not describe segmentation benefits.  
1423	 A is correct; regularly updating firewall rules ensures effectiveness against new threats. B, C, and D are not primary reasons for updates.  
1474	Provisioning involves granting access to new users (A), revoking access when users leave (B), and assigning device permissions (C) to control resource use. Monitoring user activity (D) is important but not part of provisioning itself, so D is incorrect.  
1475	Password length (A), complexity (B), and reuse restrictions (C) are key password policy elements. Biometric scanning (D) is an authentication factor, not a password concept, so D is incorrect.  
1476	SSO simplifies user authentication across domains (A), allows identity sharing (B), and reduces admin overhead (D). Requiring multiple logins (C) contradicts SSOs purpose, so C is wrong.  
1477	LDAP (A), OAuth (B), and SAML (D) are protocols related to federation and SSO. SMTP (C) is for email transfer and unrelated here, so C is wrong.  
1478	Mandatory Access Control (MAC) enforces uniform policies (A), is used in high-security environments (C). Users granting access (B) and owners making decisions (D) describe Discretionary Access Control, so B and D are wrong.  
1479	Role-Based Access Control (RBAC) assigns permissions by roles (A), supports role hierarchies (B), and reflects job responsibilities (D). Users assigning their own permissions (C) contradicts RBAC, so C is wrong.  
1480	MFA includes something you know (A), have (B), are (D), and also somewhere you are (C), so all are correct.  
1481	Fingerprint (A), facial recognition (B), and retina scans (D) are biometric modalities. Password entry (C) is not biometric, so C is incorrect.  
1482	PAM monitors privileged use (A), limits admin users (C), and stops unauthorized access (D). Granting unrestricted access (B) is contrary to PAM goals, so B is wrong.  
1483	Temporary tokens (A) and ephemeral credentials (C) provide time-limited access. Static passwords (B) and master passwords (D) are persistent, so B and D are incorrect.  
1484	Password vaulting (A) securely stores credentials, and can provide SSO (D). Sharing passwords openly (B) is insecure; encrypting user data (C) is unrelated, so B and C are wrong.  
1485	Separation of duties with distinct roles (A), role hierarchies (B), and least privilege (D) enhance security. Overlapping duties without control (C) weakens security, so C is wrong.  
1486	Identity proofing ensures identity verification (A), prevents fake identities (B). Speeds account creation (C) and allows unrestricted access (D) are false, so C and D are wrong.  
1487	Long, complex passwords (A) and using password managers (C) enhance security. Frequent reuse (B) and avoiding expiration (D) weaken security, so B and D are incorrect.  
1488	SSO reduces multiple logins (A), centralizes authentication (C), and improves convenience (D). Isolating user credentials (B) is incorrect as SSO shares credentials, so B is wrong.  
1489	OAuth handles authorization (A) and OIDC adds authentication (C). OAuth and OIDC are not identical (B), and OAuth alone doesnt provide profile info (D), so B and D are wrong.  
1490	In DAC, owners control permissions (A) and can delegate access (C). Central authority only (B) and uniform enforcement (D) describe MAC, so B and D are incorrect.  
1491	Attribute-based (A), time-based (B), and rule-based access controls can change (C). Random access (C) is false, so C is wrong.  
1492	PAM stops unauthorized admin use (A), privilege escalation (B), and insider threats (D). Allowing unrestricted access (C) is wrong.  
1493	Password policies set minimum length (A), expiration (C), and reuse restrictions (D). Mandatory biometrics (B) are not a password policy element, so B is wrong.  
1494	Secure LDAP uses LDAPS (A), LDAP over TLS (B), and runs on port 636 (D). Plaintext LDAP (C) is insecure, so C is wrong.  
1495	Hardware tokens (A), smart cards (C), and fingerprints (D) are MFA factors. Passwords (B) alone arent hardware tokens, so B is incorrect.  
1496	Stateful firewalls track TCP connection state (C). Stateless firewalls have no state awareness (A) or packet inspection (B). Easy management (D) is subjective, so only C is correct.  
1497	A screened subnet firewall has three interfaces (A). Flat networks (B), two-interface firewalls (C), and stateless filtering only (D) are incorrect.  
1498	Effective biometrics require high resolution (A), low false acceptance (B), and good environment (C). User training (D) helps but isnt required, so D is less correct.  
1500	DNS filtering blocks malicious sites (A), filters URLs (B), and analyzes files (C). Allowing unrestricted access (D) contradicts filtering, so D is wrong.  
1501	FIM detects file changes (A). It does not prevent changes completely (B), track logins (C), or monitor traffic (D), so B, C, D are incorrect.  
1502	PAM uses password vaulting (A), just-in-time permissions (B), and ephemeral credentials (C). Open access (D) conflicts with PAM goals, so D is wrong.  
1503	Rule-based access can restrict by time (A), uses ACLs (C). Allows all times (B) and ignores roles (D) are wrong.  
1505	NAC controls device network access (A). Monitoring anomalies (B) is separate. Granting unrestricted access (C) and managing passwords (D) are incorrect.  
1506	Password policies enforce expiration (A), admin resets (C). Never expiring (B) and immediate reuse (D) reduce security.  
1507	OAuth delegates limited access (A), centralizes identity (B), improves security (D). Open credential sharing (C) is insecure.  
1508	PAM aggregates user data (A), manages just-in-time permissions (B), correlates logs (D). Granting permanent admin rights (C) is unsafe.  
1509	FAR measures false acceptance (A), FRR false rejection (B). They measure different things (C), lower FAR improves security (D).  
1510	RBAC assigns permissions by job (A), simplifies management (C). User-defined roles (B) and random access (D) are false.  
1511	Web filters enforce safe search (A), URL filtering (B), categorize content (D). Allowing all content (C) contradicts filtering.  
1512	Policies in JSON define allowed API calls/resources (A). Password storage (B), firewall config (C), UI layout (D) are unrelated.  
1513	MFA factors include location (A), knowledge (B), possession (C), biometrics (D), all correct.  
1514	Provisioning synchronizes configs (A), ensures policy consistency (B), manages device lifecycle (C). Ignoring devices (D) is wrong.  
1515	Just-in-time grants temporary access (A), minimizes standing privileges (C). Permanent rights (B) and unrestricted access (D) are false.  
1516	Fingerprint (A), voice (B), facial recognition (D) are biometrics. Passwords (C) arent biometric.  
1517	Federation enables seamless access (A), reduces authentications (B), enables trusted relationships (D). Freely sharing credentials (C) is insecure.  
1519	SAML (A), OAuth (B), LDAP (C), OpenID Connect (D) are IAM protocols.  
1520	Least privilege means users get necessary (A), access based on roles (C). Unrestricted (B) and credential sharing (D) are wrong.  
1521	IAM includes managing accounts/groups (A), enforcing access (B), monitoring privileged use (C). Networking hardware (D) unrelated.  
1522	FIM verifies file size and hashes (A), and permissions (D). User behavior (B) and network monitoring (C) are separate.  
1523	Separation of duties prevents conflicts (A), helps stop insider threats (C). Increasing permissions for convenience (B) and unrestricted delegation (D) reduce security.  
1524	Identity proofing is the process of verifying a users identity through thorough background checks to prevent false or fraudulent identities. Assigning access rights or deactivating accounts are part of provisioning/deprovisioning, not proofing. Monitoring activity logs is unrelated to identity proofing.  
1525	Password policies commonly include minimum length to ensure complexity, complexity requirements to prevent weak passwords, and reuse restrictions to avoid repeated passwords. The number of failed login attempts relates to account lockout policies, not password policy itself.  
1526	Federation enables trusted sharing of identities across domains, allowing users to authenticate once and access multiple services, improving security and convenience. It does not require multiple credential inputs.  
1527	LDAP, OAuth, and SAML are protocols commonly used in single sign-on and federation systems. SMTP is an email transmission protocol and unrelated here.  
1528	Mandatory Access Control enforces uniform policies typically in high-security environments like government. Unlike DAC, users cannot delegate access; access control is not decided by resource owners.  
1529	Role-Based Access Control assigns permissions based on roles and supports role hierarchies. Unlike DAC, users do not self-assign permissions.  
1530	Something you have factors include smart cards and hardware tokens. Passwords are something you know, fingerprints are something you are.  
1531	Retina and facial recognition are generally considered invasive biometrics due to physical proximity or scanning method; fingerprints and voice recognition are less invasive.  
1532	PAM focuses on monitoring privileged account usage, limiting privileged users, and preventing unauthorized access, not allowing unrestricted access.  
1533	Just-in-time permission management grants privileges only when needed, reducing risk from standing privileges. Permanent privileges increase risk and are discouraged.  
1534	Separation of duties prevents conflicts of interest and increases accountability. It also adds complexity, not simplification.  
1535	Password reuse policies enforce history to prevent repeated passwords and require regular changes. Allowing reuse or never expiring passwords weaken security.  
1536	LDAP is a lightweight protocol often running over port 636 (LDAPS) and supports authentication mechanisms like Kerberos. It is not primarily for email transmission.  
1537	IDS is passive, monitoring traffic; IPS can block traffic inline and is proactive. IDS does not block traffic before the network; IPS is both proactive and reactive.  
1538	Screened subnets segregate networks into zones, protecting public-facing servers and reducing attack surface. They do not remove firewalls or simplify network design in that way.  
1539	False Acceptance Rate, False Rejection Rate, and Crossover Error Rate are biometric metrics; user satisfaction rating is unrelated.  
1540	SSO reduces logins, centralizes authentication, and improves convenience; it does not require multiple passwords per service.  
1541	OAuth manages authorization; OIDC adds identity layer. OAuth alone doesnt provide detailed profiles; OIDC uses REST APIs.  
1542	Identity Providers issue tokens, manage trust, and provide centralized authentication. They do not store passwords for all services.  
1543	Security Token Services issue tokens and coordinate authentication in federated environments but do not monitor network traffic or manage access policies alone.  
1544	Rule-based access controls make decisions based on rules and ACLs, can include time-based restrictions, and do not allow unrestricted access by default.  
1545	Implied deny means access is denied if not explicitly allowed, preventing unauthorized use and requiring explicit allows.  
1546	Effective DLP includes data classification, encryption, and monitoring/alerting. Password changes are unrelated to DLP.  
1547	Web content filtering uses URL filtering, content categorization, and safe search. Allowing all traffic is insecure.  
1548	MFA adds extra authentication factors, reducing risk by combining knowledge, possession, and inherence. Password-only verification is insufficient.  
1549	Ephemeral credentials are temporary and discarded after use, reducing attack surface compared to persistent credentials.  
1550	Behavioral biometrics analyze actions; physiological biometrics analyze physical traits like fingerprints. Passwords are not biometrics.  
1551	Password managers securely store and generate strong passwords, simplifying management and discouraging reuse.  
1552	Provisioning challenges include proper device configuration, lifecycle management, and asset tracking. Ignoring devices is poor practice.  
1553	Policy-based controls allow dynamic decisions based on conditions, improving security with attribute-based access control; they do not remove authentication needs.  
1554	Orchestration coordinates multiple automated tasks to work together, while automation focuses on single task execution. Options B, C, and D incorrectly equate the two or misrepresent automation.
1555	Automation use cases include sending alerts to SIEM (A), creating tickets automatically (B), and triggering cloud functions (D). Manual server restarts (C) are not automated.
1556	Infrastructure as Code (IaC) uses code to automate the setup and management of infrastructure, enabling repeatable and consistent deployments. Options B, C, and D describe unrelated processes.
1557	Automation improves efficiency and reduces human errors (A). Options B, C, and D represent the opposite or negative effects.
1558	Enforcing baselines (A) ensures consistent security settings across systems, preventing misconfigurations. Options B, C, and D are incorrect impacts.
1559	A force multiplier (A) amplifies output or productivity for the same effort. Options B, C, and D misunderstand the concept.
1560	A Single Point of Failure (A) is a critical weakness where failure halts the entire automation process. Other options do not describe SPOF correctly.
1561	Ongoing support (A) is needed as automation tools require maintenance and updates to remain effective. Options B, C, and D are false assumptions.
1562	The incident response phases (A) are the standard: preparation, detection, analysis, containment, eradication, recovery, and lessons learned. Other options mix unrelated steps.
1563	Containment's primary goal (A) is to limit the spread and reduce impact of incidents. Options B, C, and D are separate incident response objectives.
1564	Incident response (A) deals with immediate reaction, while root cause analysis finds underlying issues. Options B, C, and D misstate the relationship.
1565	SOAR runbooks (A) automate response steps to reduce time and improve consistency. Other options misunderstand their function.
1566	Common tests include tabletop exercises, simulations, walkthroughs, parallel tests, and full interruption tests (A). Options B, C, and D are incomplete.
1567	Tabletop exercises are discussion-based without disrupting operations, whereas full interruption tests (A) halt business to test recovery. Other options confuse their nature.
1568	The cyber kill chain (A) models attacker steps to inform defense strategies. Options B, C, and D describe unrelated actions.
1569	An APT (A) is a coordinated, targeted, and persistent cyberattack. Other options are incorrect characterizations.
1570	The Lockheed-Martin kill chain phases are reconnaissance, weaponization, delivery, exploitation, installation, command & control, and exfiltration (A). Others list inaccurate phases.
1571	Forensics begins with identifying the crime or incident (A). Other phases follow later.
1572	Chain of custody (A) ensures evidence integrity and legal admissibility. Other options are incorrect or malicious.
1573	Volatility order (A) ranks data from most to least volatile, guiding collection priority. Other options misorder or ignore volatility.
1574	Investigation logs include firewall, application, endpoint, and network logs (A). Options B, C, and D are incomplete or irrelevant.
1577	SOAR automation types include defensive, forensic, offensive, and deception (A). Others are incorrect groupings.
1579	Manual playbooks need human input; semi-automated mix automation and manual; fully automated require no human action (A). Other options are false.
1580	SOAR action categories are enrichment, escalation, and mitigation (A). Others do not match SOAR actions.
1581	Testing uncovers gaps and improves incident response plans (A). Other options downplay or ignore testing importance.
1582	Automation reduces repetitive work and errors (A). Other options incorrectly suggest negative effects.
1583	Technical debt (A) arises from rushed or poorly maintained automation causing future problems. Others misunderstand the term.
1584	Threat hunting (A) proactively searches networks for threats. Other options neglect active investigation.
1585	Digital forensics (A) gathers admissible evidence for investigations and legal use. Other options are false or malicious.
1586	Hashing forensic images (A) maintains integrity and prevents tampering. Others misstate its purpose.
1587	Orchestration (A) coordinates multiple automated tasks; automation focuses on individual tasks. Others confuse the terms.
1588	Investigated logs include firewall, application, endpoint, OS security, IDS/IPS, and network logs (A). Others are incomplete.
1589	Lessons learned (A) improve future responses by analyzing past incidents. Others are negative or irrelevant.
1590	Guard rails (A) are policies enforcing least privilege and access control. Others misunderstand guard rails.
1591	Separation of duties (A) limits risk by distributing responsibilities. Others suggest poor practices.
1592	Ephemeral credentials (A) are temporary and discarded after use, improving security. Others are incorrect.
1593	Training builds knowledge; tabletop exercises simulate scenarios collaboratively (A). Others mischaracterize.
1594	Incident triggers include alerts from logs, monitoring, and notifications (A). Others exclude main sources.
1595	Incident escalation (A) passes incidents to higher expertise when needed. Others neglect escalation.
1596	Forensics seeks suspect's intent, opportunity, and means (A). Others are irrelevant.
1597	Time-of-day restrictions (A) limit access based on time, enhancing security. Others are unrelated.
1598	Web ACLs block SQL injection, cross-site scripting, buffer overflow attacks (A). Others are unrelated.
1599	Automation improves retention (A) by freeing staff from repetitive tasks. Others suggest negatives.
1600	Automation supports faster, reliable continuous integration and testing (A). Others misstate.
1601	Technical debt (A) is the cost of fixing rushed or poor automation. Others are unrelated.
1602	SIEM log analysis uses pattern matching, correlation, filtering, and alerting (A). Others are incorrect.
1603	SOAR helps automate responses and prioritize vulnerabilities (A). Others misunderstand SOAR.
1604	Answer A is correct because automation in IT helps complete tasks faster and reduces human errors. Answers B, C, and D are incorrect as they either overstate automation's capabilities or misrepresent its scope.
1607	Answer B is correct because separation of duties helps prevent conflicts of interest and unauthorized access. Answers A, C, and D do not adequately address this security principle.
1610	Answer B is correct as identity proofing involves verifying user identity beyond simple credentials. Answers A, C, and D miss this deeper verification process.
1612	Answer B is correct because single sign-on (SSO) allows multiple application access with one login. Answers A, C, and D confuse SSO with other authentication methods.
1613	Answer B is correct because LDAP is a protocol for directory services that supports authentication. Answers A, C, and D describe unrelated protocols.
1622	Answers A and B are correct because root cause analysis identifies problems and recommends fixes. Answers C and D describe other incident activities.
1623	Answer A is correct because digital forensics involves collecting and analyzing evidence after a security incident. Answers B, C, and D describe unrelated tasks.
1624	The primary focus of security governance is aligning security functions to the business strategy and priorities to ensure efforts support organizational goals. Managing daily IT operations or software development are operational tasks, not governance.
1625	Security governance focuses on authority, decision-making, and accountability, which are crucial for effective oversight. Budgeting and technical tasks are outside governance focus.
1626	Security steering committees determine organizational priorities and support projects from management levels, not perform audits or software development.
1627	Centralized governance relies on top-down authority while decentralized governance distributes decision-making closer to operational levels.
1628	The Chief Information Security Officer (CISO) and C-suite executives are responsible for due diligence and adherence to security governance.
1629	Custodians or controllers maintain assets technically and operationally, distinct from owners or officers who have other responsibilities.
1630	A RACI chart defines roles such as Responsible, Accountable, Consulted, and Informed to clarify project responsibilities.
1631	External governance considerations focus on regulatory compliance and adherence to laws affecting organizational security.
1632	CISA and CBP are U.S. government agencies involved in security governance and compliance.
1633	Security standards provide consistency and specify uniform use of technologies to ensure systematic IT management.
1634	The Center for Internet Security (CIS) is known for its critical security controls, including the top 18.
1635	Policies provide high-level guiding principles, while standards specify mandatory technical requirements.
1636	An Acceptable Use Policy (AUP) defines expected user behavior and rules within an organization.
1637	Guidelines offer flexible suggestions for improving security but are not mandatory.
1638	Flexibility in security policies allows adaptation to technological, regulatory, or threat landscape changes.
1639	Standard Operating Procedures (SOPs) are detailed instructions for completing specific tasks.
1640	Change management reduces risk by assessing and managing proposed changes systematically.
1641	A new employee joining an organization is referred to as a 'Joiner' in governance processes.
1642	The opposite of onboarding is offboarding or deprovisioning, involving removal of access and assets.
1643	Common monitoring tools include SIEM, IDS, firewall logs, and SNMP traps, which provide security visibility.
1644	Performing unrelated software development is not a characteristic of effective security governance.
1645	Governance structures include boards, steering committees, government entities, and centralized/decentralized models.
1647	Stewards manage compliance with standards and administrative controls.
1648	External governance focuses on compliance with laws and regulations affecting security.
1649	The Cloud Security Alliance (CSA) provides cloud-specific controls and the STAR Registry.
